Work item ID,Work type,Summary,Description,Parent,Priority,Labels
25,Story,2.7 Hiển thị corpus health và publish readiness dashboard,"Là một quản lý tri thức,
Tôi muốn xem corpus health và publish readiness trên Dashboard quản trị,
Để tôi có thể nhanh chóng hiểu release nào an toàn để phục vụ và vấn đề nào cần xử lý.

**Tiêu chí chấp nhận:**

**Cho trước** Admin mở dashboard
**Khi** dữ liệu vận hành khả dụng
**Thì** dashboard hiển thị current draft release, active published release, validation queue, issue counts, review status và publish eligibility
**Và** mỗi trạng thái có timestamp/freshness
**Và** stale hoặc unavailable data không được trình bày như healthy.

**Cho trước** corpus health data khả dụng
**Khi** dashboard render
**Thì** hiển thị record counts theo loại/status, provenance gaps, duplicate/quality summary và graph coverage phù hợp
**Và** số liệu liên kết tới report hoặc filtered records có thể hành động
**Và** dashboard không tự sửa dữ liệu.

**Cho trước** serving artifacts đã được chuẩn bị hoặc publish
**Khi** xem index/model health
**Thì** dashboard hiển thị manifest identity, lexical/vector/graph status, embedding/model contract, prompt/model version liên quan và last successful build
**Và** artifact/release mismatch được đánh dấu blocking hoặc degraded rõ ràng.

**Cho trước** evaluation reports tồn tại
**Khi** dashboard hiển thị quality metrics
**Thì** citation faithfulness, citation coverage, abstention accuracy, retrieval recall và latency được gắn với model, prompt, corpus và dataset versions
**Và** thiếu metric không được hiển thị như đạt target.

**Cho trước** một validation, pipeline, index hoặc publish gate lỗi
**Khi** operator xem dashboard hoặc alert
**Thì** có link tới run/release/correlation ID liên quan
**Và** Prometheus/Grafana/Langfuse signals hỗ trợ chẩn đoán thay vì thay thế source-of-truth status
**Và** sensitive content, password, token và raw IP không xuất hiện.

**Cho trước** người dùng không có quyền quản trị
**Khi** truy cập dashboard API/UI
**Thì** access bị từ chối phù hợp
**Và** corpus operational details không bị lộ ra public surface.

**Cho trước** component library và Admin Console handoff từ Stories 0.8–0.9 cùng Admin shell từ Story 0.6
**Khi** FE triển khai `/admin`
**Thì** layout, typography, spacing, components và responsive behavior bám approved Figma design
**Và** FE dùng shared/generated API types thay vì hard-code production metrics
**Và** visual deviations cần được DES chấp thuận hoặc ghi lại.

**Cho trước** dashboard đang loading, không có dữ liệu, lỗi một phần hoặc thất bại hoàn toàn
**Khi** UI render trạng thái tương ứng
**Thì** có loading skeleton, empty guidance, partial-data warning và retryable error state đúng phạm vi
**Và** một widget lỗi không gây blank page cho toàn dashboard
**Và** status không chỉ được phân biệt bằng màu sắc.

**Cho trước** viewport desktop, tablet và minimum supported width
**Khi** chạy component/Playwright tests và design QA
**Thì** dashboard không có horizontal overflow ngoài chủ đích
**Và** keyboard navigation, landmarks và focus order hoạt động
**Và** representative rendered states được DES đối chiếu với Figma trước khi story done.",18,Medium,"heritagegraph,epic-2,admin-dashboard,role-fe"
26,Epic,Epic 3: Cổng khám phá và kể chuyện di sản,"Người dùng tìm và chọn published heritage content qua Home, Explore/Library, bản đồ 2D Huế–Đà Nẵng và Content Landing; từ đó tiếp tục sang trải nghiệm scene, Chat, Recommendation hoặc nội dung liên quan khi các capability tương ứng khả dụng.",,High,"heritagegraph,epic-3"
27,Story,3.1 Khám phá các trải nghiệm di sản nổi bật,"Là một khách truy cập,
Tôi muốn duyệt các trải nghiệm di sản nổi bật từ trang chủ public,
Để tôi có thể nhanh chóng chọn một địa điểm hoặc câu chuyện để khám phá mà chưa cần biết phải tìm kiếm gì.

**Tiêu chí chấp nhận:**

**Cho trước** người dùng mở trang Home
**Khi** active published corpus có featured content
**Thì** trang hiển thị các nhóm nội dung nổi bật theo cấu hình biên tập
**Và** mọi card đều thuộc cùng published corpus release đã pin
**Và** draft, withdrawn hoặc content thuộc release khác không xuất hiện.

**Cho trước** một experience card được hiển thị
**Khi** người dùng xem card
**Thì** card ưu tiên hình ảnh và tên trải nghiệm, không nhồi timeline, nguồn hoặc mô tả dài
**Và** có hai hành động rõ ràng để tiếp tục khám phá và mở Content Landing
**Và** button/link có accessible name và keyboard focus rõ ràng.

**Cho trước** người dùng chọn hành động khám phá
**Khi** điều hướng sang Explore
**Thì** context phù hợp như khu vực, chủ đề hoặc loại nội dung được truyền qua URL/state có thể chia sẻ
**Và** back navigation đưa người dùng về đúng vị trí trên Home.

**Cho trước** người dùng chọn mở nội dung
**Khi** Content Landing tồn tại trong release hiện tại
**Thì** điều hướng tới đúng content slug/ID
**Và** không dùng mock hoặc dữ liệu từ release khác.

**Cho trước** ảnh card chưa tải, lỗi hoặc nằm ngoài viewport
**Khi** Home render
**Thì** ảnh dùng kích thước responsive, placeholder/fallback và lazy loading phù hợp
**Và** lỗi ảnh không làm card hoặc navigation mất khả dụng
**Và** layout không nhảy bất thường khi ảnh hoàn tất.

**Cho trước** Home không có featured content hoặc API lỗi
**Khi** trang tải
**Thì** hiển thị empty/error state có hướng đi tiếp rõ ràng
**Và** không hiển thị trang trắng hoặc dữ liệu draft làm fallback.",26,High,"heritagegraph,epic-3,role-fe"
28,Story,3.2 Tìm kiếm và lọc kho nội dung di sản,"Là một khách truy cập,
Tôi muốn tìm kiếm và lọc kho di sản đã publish,
Để tôi có thể tìm các trải nghiệm phù hợp với tên, khu vực hoặc nhóm văn hóa.

**Tiêu chí chấp nhận:**

**Cho trước** người dùng mở Explore/Library
**Khi** chưa nhập điều kiện
**Thì** trang hiển thị published experiences có phân trang hoặc incremental loading xác định
**Và** card dùng cùng visual/action contract với Home
**Và** không tải toàn bộ media hoặc toàn bộ corpus cùng lúc.

**Cho trước** người dùng nhập từ khóa
**Khi** thực hiện tìm kiếm
**Thì** hệ thống tìm trên published content theo tên chuẩn và alias phù hợp
**Và** query được normalize theo search contract
**Và** kết quả không gọi Qwen chỉ để xếp hạng danh sách Explore.

**Cho trước** người dùng chọn region hoặc category filters
**Khi** áp dụng riêng lẻ hoặc kết hợp
**Thì** kết quả chỉ chứa records đáp ứng mọi filter đang hoạt động
**Và** hỗ trợ ít nhất Huế, Đà Nẵng và các nhóm nội dung trong phạm vi dự án
**Và** filter state được thể hiện trong URL để reload/share không mất lựa chọn.

**Cho trước** query/filter không có kết quả
**Khi** search hoàn tất
**Thì** trang hiển thị empty state, điều kiện đang áp dụng và cách xóa/sửa điều kiện
**Và** không tự thay bằng kết quả không liên quan hoặc draft content.

**Cho trước** request chậm, lỗi hoặc hết trang
**Khi** Explore cập nhật kết quả
**Thì** loading, retry, end-of-results và stale-result states được phân biệt rõ
**Và** keyboard/screen reader nhận được thông báo thay đổi kết quả
**Và** card cũ không bị gắn nhầm với query mới.",26,High,"heritagegraph,epic-3,role-fe"
29,Story,3.3 Khám phá địa điểm trên bản đồ 2D Huế–Đà Nẵng,"Là một khách truy cập,
Tôi muốn khám phá các trải nghiệm di sản đã publish trên bản đồ hai chiều,
Để tôi có thể hiểu vị trí của các địa điểm và bắt đầu trải nghiệm theo không gian địa lý.

**Tiêu chí chấp nhận:**

**Cho trước** người dùng mở `/map`
**Khi** bản đồ overview tải
**Thì** hiển thị bản đồ 2D Việt Nam, không phải globe hoặc trái đất 3D
**Và** Huế và Đà Nẵng được thể hiện bằng hai điểm/vùng nhấn sáng
**Và** animation tôn trọng reduced-motion preference.

**Cho trước** người dùng chọn Huế hoặc Đà Nẵng
**Khi** bản đồ chuyển sang regional view
**Thì** hiển thị các marker của published places có tọa độ hợp lệ trong khu vực đó
**Và** marker thuộc cùng pinned corpus release
**Và** content thiếu hoặc có tọa độ sai không được đặt tại vị trí giả.

**Cho trước** người dùng chọn marker
**Khi** place preview mở
**Thì** preview hiển thị hình ảnh, tên và các hành động khám phá/mở Content Landing theo cùng contract với card
**Và** chỉ một preview active được liên kết rõ với marker đang chọn
**Và** đóng preview trả focus về marker.

**Cho trước** người dùng không thể hoặc không muốn thao tác trực tiếp với map
**Khi** dùng keyboard, screen reader hoặc chọn list view
**Thì** có danh sách địa điểm tương đương về nội dung và hành động
**Và** lựa chọn trong list đồng bộ với marker tương ứng
**Và** map không phải con đường duy nhất để truy cập content.

**Cho trước** viewport mobile
**Khi** người dùng chọn khu vực hoặc marker
**Thì** preview/list hiển thị bằng layout hoặc bottom sheet không che mất toàn bộ ngữ cảnh
**Và** thao tác đóng, cuộn và focus hoạt động rõ ràng.

**Cho trước** map tiles/data lỗi
**Khi** map không render được
**Thì** danh sách địa điểm Huế–Đà Nẵng vẫn hoạt động
**Và** không hiển thị trang trắng hoặc chặn đường tới Content Landing.",26,Medium,"heritagegraph,epic-3,role-fe"
30,Story,3.4 Xem Content Landing trước khi bắt đầu trải nghiệm scene,"Là một khách truy cập,
Tôi muốn xem danh tính và bối cảnh của một trải nghiệm di sản trước khi bắt đầu,
Để tôi hiểu nội dung sắp khám phá và có thể chọn hành động tiếp theo.

**Tiêu chí chấp nhận:**

**Cho trước** người dùng mở một Content Landing hợp lệ
**Khi** content thuộc active published release
**Thì** trang hiển thị ảnh đại diện, tên, subtitle/mô tả ngắn, khu vực, loại nội dung và provenance/partner information phù hợp
**Và** response và trace gắn cùng pinned corpus release
**Và** không hiển thị draft hoặc mixed-version data.

**Cho trước** content có scene experience đã publish và sẵn sàng
**Khi** landing render
**Thì** hiển thị hành động `Bắt đầu trải nghiệm` theo published scene capability/route contract
**Và** landing không tự tải model 3D, audio hoặc toàn bộ scene assets trước khi người dùng bắt đầu.

**Cho trước** scene experience chưa khả dụng
**Khi** landing render
**Thì** trang vẫn cung cấp thông tin giới thiệu, nguồn và nội dung liên quan
**Và** không hiển thị dead link hoặc giả vờ rằng trải nghiệm đã sẵn sàng
**Và** trạng thái khả dụng được diễn đạt rõ ràng.

**Cho trước** content có related published experiences
**Khi** người dùng xem phần liên quan
**Thì** có thể tiếp tục tới Content Landing khác hoặc Explore context phù hợp
**Và** related links không trỏ tới draft/withdrawn records
**Và** back navigation giữ được hành trình trước đó.

**Cho trước** hero image hoặc media preview lỗi
**Khi** trang render
**Thì** fallback image/state được hiển thị nhưng title, description, provenance và navigation vẫn hoạt động
**Và** không tải 3D/audio làm fallback tự động.

**Cho trước** content không tồn tại trong pinned release
**Khi** route được mở
**Thì** hiển thị not-found state với đường quay lại Home, Explore hoặc Map
**Và** không fallback sang cùng ID ở draft hay release khác.

**Cho trước** Content Landing được đo trong môi trường mục tiêu
**Khi** tải representative published content
**Thì** đáp ứng ngân sách tải trang chi tiết ≤3 giây theo điều kiện đo đã ghi nhận
**Và** desktop/mobile duy trì hierarchy, focus order và không có horizontal overflow ngoài ý muốn.",26,High,"heritagegraph,epic-3,role-fe"
31,Epic,Epic 4: Trợ lý hỏi đáp có căn cứ,"Người dùng hỏi bằng tiếng Việt từ portal hoặc trang Chat; hệ thống resolve entity, lập query plan, lấy evidence đúng published corpus, dùng Qwen3-4B tổng hợp và chỉ trả `answered`, `clarify` hoặc `abstained` sau grounding validation.",,Highest,"heritagegraph,epic-4"
32,Story,4.1 Hiểu câu hỏi và xác định đúng thực thể,"Là một người dùng,
Tôi muốn trợ lý hiểu tên tiếng Việt, alias và các biến thể gõ,
Để câu hỏi của tôi được kết nối với đúng entity di sản hoặc tôi được yêu cầu làm rõ.

**Tiêu chí chấp nhận:**

**Cho trước** người dùng gửi câu hỏi tiếng Việt
**Khi** query understanding bắt đầu
**Thì** hệ thống giữ nguyên raw query và tạo normalized query theo contract
**Và** xử lý nhất quán chữ hoa/thường, dấu tiếng Việt, khoảng trắng và biến thể ký tự
**Và** normalization không làm mất raw text cần hiển thị hoặc audit.

**Cho trước** câu hỏi chứa canonical name hoặc alias đã review
**Khi** entity resolution chạy
**Thì** canonical name exact, normalized alias exact và accent-insensitive match được ưu tiên theo thứ tự xác định
**Và** typo/fuzzy matching chỉ dùng trong ngưỡng đã hiệu chỉnh
**Và** chỉ entity thuộc pinned published release và `in_scope` mới được chọn để trả lời.

**Cho trước** có đúng một candidate vượt ngưỡng tin cậy
**Khi** resolver hoàn tất
**Thì** trả entity ID/canonical name cùng match reason có thể trace
**Và** context hint từ Content Landing được kiểm tra chứ không tự động ghi đè nội dung câu hỏi.

**Cho trước** có nhiều candidate hợp lý hoặc tên không đủ phân biệt
**Khi** resolver không thể chọn an toàn
**Thì** terminal result là `clarify`
**Và** response đưa ra các lựa chọn ngắn gọn có thông tin phân biệt như loại hoặc khu vực
**Và** hệ thống không chọn ngẫu nhiên một entity.

**Cho trước** câu hỏi không cần entity cụ thể hoặc không tìm thấy entity
**Khi** resolver hoàn tất
**Thì** contract ghi rõ `entity_ids`, `needs_clarification` và trạng thái scope
**Và** query generic hợp lệ có thể đi tiếp
**Và** entity ngoài phạm vi không được giả thành entity trong corpus.

**Cho trước** resolver được kiểm thử
**Khi** chạy cases tên chuẩn, alias, không dấu, lỗi gõ, trùng tên và ngoài phạm vi
**Thì** expected entity/clarify outcome được xác minh cụ thể
**Và** test không chỉ kiểm tra request không crash.",31,Highest,"heritagegraph,epic-4,role-be"
33,Story,4.2 Xác định ý định và lập kế hoạch tìm bằng chứng,"Là một người dùng,
Tôi muốn trợ lý nhận biết loại câu trả lời tôi cần,
Để trợ lý tìm trong đúng cấu trúc tri thức thay vì áp dụng một cách tìm kiếm chung cho mọi câu hỏi.

**Tiêu chí chấp nhận:**

**Cho trước** query đã normalized và entity resolution đã hoàn tất hoặc không cần entity
**Khi** intent router chạy
**Thì** phân loại vào một trong `overview`, `field`, `timeline`, `relationship`, `section`, `comparison`, `open_text` hoặc `out_of_scope`
**Và** output ghi confidence/reason phù hợp để trace
**Và** trường hợp dưới ngưỡng được clarify hoặc xử lý theo fallback đã định.

**Cho trước** query chứa field, khoảng thời gian hoặc relation request có thể nhận biết
**Khi** router tạo structured query contract
**Thì** contract điền `field_code`, `time_range` hoặc `requested_relations` khi phù hợp
**Và** không tự phát minh field/predicate ngoài registry.

**Cho trước** intent đã xác định
**Khi** Query Planner lập kế hoạch
**Thì** planner chọn danh sách operator nhỏ, xác định trước và phù hợp intent
**Và** plan ghi input, limit/budget và thứ tự operator cần chạy
**Và** planner không sinh SQL tự do hoặc hoạt động như autonomous agent.

**Cho trước** câu hỏi so sánh hoặc cần nhiều loại evidence
**Khi** planner tạo multi-operator plan
**Thì** các nhánh evidence cần thiết được nêu rõ và cùng pin một corpus release
**Và** duplicate operator không được chạy chỉ vì cùng dữ kiện xuất hiện trong nhiều nhánh.

**Cho trước** intent là `out_of_scope`
**Khi** planning hoàn tất
**Thì** hệ thống không chạy retrieval/generation tốn kém không cần thiết
**Và** trả trạng thái phù hợp, không bịa câu trả lời ngoài phạm vi.

**Cho trước** router/planner được kiểm thử
**Khi** chạy representative questions cho tám intent
**Thì** expected intent, fields và operator plan được so sánh với gold set
**Và** thay đổi prompt/rule làm lệch plan được phát hiện bởi regression tests.",31,Highest,"heritagegraph,epic-4,role-ai"
34,Story,"4.3 Tìm evidence từ facts, timeline, graph, narrative và text","Là một người dùng,
Tôi muốn trợ lý truy xuất evidence phù hợp với câu hỏi,
Để câu trả lời dựa trên tri thức đã publish phù hợp nhất thay vì trí nhớ của model.

**Tiêu chí chấp nhận:**

**Cho trước** plan yêu cầu exact fact
**Khi** Exact operator chạy
**Thì** lấy claim/canonical value phù hợp entity, field, validity và pinned release
**Và** trả supporting passage references
**Và** stale/time-sensitive value không được trình bày như hiện hành ngoài validity contract.

**Cho trước** plan yêu cầu sự kiện hoặc chronology
**Khi** Timeline operator chạy
**Thì** lọc timeline events theo entity, event type và time range phù hợp
**Và** giữ actor/participant/artifact cùng evidence
**Và** sắp xếp theo time semantics đã định.

**Cho trước** plan yêu cầu quan hệ
**Khi** Graph operator chạy
**Thì** traversal giới hạn 1–2 hop qua predicate allowlist phù hợp intent
**Và** mọi node/edge thuộc cùng pinned published release
**Và** path và supporting passages được trả để giải thích kết quả.

**Cho trước** plan yêu cầu nội dung chuyên đề
**Khi** Section operator chạy
**Thì** lấy narrative sections đúng entity/section intent và evidence liên kết
**Và** không thay narrative đã review bằng model-generated summary không nguồn.

**Cho trước** plan yêu cầu tìm trong văn bản hoặc paraphrase
**Khi** Text operator chạy
**Thì** kết hợp PostgreSQL FTS, pg_trgm/accent-insensitive search và vector channel theo contract
**Và** kết quả được hợp nhất theo ranking method đã công bố
**Và** vector dimension/model phải khớp manifest của pinned release.

**Cho trước** một operator không có đủ kết quả hoặc dependency lỗi
**Khi** retrieval kết thúc
**Thì** trace ghi operator, candidate counts, ranks và failure/degradation
**Và** không fallback sang draft hoặc corpus release khác
**Và** downstream nhận evidence rỗng/thiếu rõ ràng thay vì dữ liệu bịa.",31,Highest,"heritagegraph,epic-4,role-ai"
35,Story,4.4 Xây dựng evidence package và chặn câu hỏi thiếu bằng chứng,"Là một người dùng,
Tôi muốn trợ lý chỉ trả lời khi có đủ evidence liên quan,
Để ngôn từ chắc chắn không được tạo ra từ nguồn yếu, không phù hợp hoặc xung đột.

**Tiêu chí chấp nhận:**

**Cho trước** retrieval operators trả candidates
**Khi** Entity Dossier/Evidence Context Builder chạy
**Thì** hợp nhất claims, events, relations, narrative và passages phù hợp intent
**Và** loại duplicate evidence theo stable identity/content
**Và** giữ lại các nguồn mâu thuẫn thay vì âm thầm chọn một nguồn.

**Cho trước** evidence vượt quá context budget
**Khi** builder chọn evidence
**Thì** áp dụng budget cấu hình theo intent và ưu tiên provenance/relevance
**Và** không dùng giới hạn Text operator cũ như invariant cho toàn hệ thống
**Và** selection order và lý do có thể trace.

**Cho trước** evidence được đưa vào package
**Khi** package hoàn tất
**Thì** mỗi item có citation ID ổn định trong request, source/passage reference và corpus release ID
**Và** model chỉ nhìn thấy citation IDs thuộc package
**Và** evidence text được coi là dữ liệu, không phải instruction có quyền thay đổi system behavior.

**Cho trước** pre-generation gate chạy
**Khi** entity/scope, publish status, freshness, release consistency hoặc evidence threshold không đạt
**Thì** Qwen không được gọi
**Và** kết quả là `clarify` nếu người dùng có thể làm rõ, hoặc `abstained` nếu evidence không đủ
**Và** lý do gate được lưu cho trace/evaluation.

**Cho trước** evidence đủ và nhất quán theo policy
**Khi** pre-generation gate pass
**Thì** package chỉ chứa evidence của một pinned release
**Và** generation request nhận bounded package cùng prompt/model version
**Và** package có thể được lưu/tái hiện cho regression investigation.",31,Highest,"heritagegraph,epic-4,role-ai"
36,Story,4.5 Sinh và kiểm tra câu trả lời có citation,"Là một người dùng,
Tôi muốn câu trả lời tiếng Việt rõ ràng với các factual claim được hỗ trợ bằng citation hiển thị,
Để tôi có thể tin tưởng câu trả lời hoặc hiểu khi hệ thống không thể trả lời.

**Tiêu chí chấp nhận:**

**Cho trước** pre-generation gate đã pass
**Khi** Qwen3-4B nhận generation request
**Thì** model chỉ nhận query, structured context và bounded evidence package
**Và** không có quyền truy vấn database, tạo entity/relation/source hoặc bổ sung facts từ model memory
**Và** output tuân theo response schema và citation IDs đã cấp.

**Cho trước** evidence chứng minh tiền đề câu hỏi sai
**Khi** model tạo câu trả lời
**Thì** câu trả lời đính chính tiền đề ngay phần mở đầu
**Và** đính chính có citation hỗ trợ
**Và** không lặp lại tiền đề sai như một sự thật.

**Cho trước** generation hoàn tất
**Khi** post-generation gate chạy
**Thì** kiểm tra citation IDs thuộc package, factual claims có support, số/ngày khớp evidence, certainty phù hợp và conflict được trình bày
**Và** citation không tồn tại hoặc claim không được hỗ trợ làm gate fail
**Và** output không được trả như `answered` chỉ vì có định dạng hợp lệ.

**Cho trước** grounding fail nhưng lỗi có thể sửa bằng một lần regeneration
**Khi** retry policy cho phép
**Thì** hệ thống retry tối đa một lần với failure feedback an toàn
**Và** nếu vẫn fail thì trả `abstained`
**Và** không lặp vô hạn hoặc bỏ qua gate.

**Cho trước** model timeout hoặc unavailable
**Khi** request không thể hoàn tất
**Thì** trả trạng thái lỗi/abstained thân thiện, không bịa fallback answer
**Và** evidence/release hiện tại không bị thay đổi
**Và** failure được đo và trace.

**Cho trước** response hoàn tất
**Khi** lưu và trả kết quả
**Thì** terminal status chỉ là `answered`, `clarify` hoặc `abstained`
**Và** lưu query, pinned release, evidence references, model/prompt version, grounding result và latency theo privacy policy
**Và** `answered` luôn có citations hợp lệ cho factual content.",31,Highest,"heritagegraph,epic-4,role-ai"
37,Story,4.6 Sử dụng Chat độc lập và bên cạnh Content,"Là một người dùng,
Tôi muốn đặt câu hỏi từ trang Chat riêng hoặc bên cạnh nội dung đang xem,
Để tôi có thể nhận trợ giúp có căn cứ mà không mất bối cảnh khám phá.

**Tiêu chí chấp nhận:**

**Cho trước** người dùng mở `/chat`
**Khi** bắt đầu conversation
**Thì** có thể gửi câu hỏi tiếng Việt mà không cần đăng nhập
**Và** UI hiển thị rõ trạng thái sending, answered, clarify, abstained và service error
**Và** conversation không giả định entity context nếu người dùng chưa chọn.

**Cho trước** người dùng mở Chat từ Content Landing
**Khi** contextual panel xuất hiện
**Thì** UI hiển thị chip/label cho entity đang được hỏi
**Và** gửi entity ID như context hint được backend xác minh trên pinned release
**Và** người dùng có thể bỏ hoặc thay đổi context rõ ràng, không có context ẩn.

**Cho trước** viewport desktop đủ rộng
**Khi** Chat panel mở bên cạnh Content
**Thì** Content và Chat hiển thị ngang hàng mà không che controls/nội dung chính
**Và** panel có thể thu gọn/mở lại
**Và** tải hoặc lỗi Chat không làm Content Landing ngừng hoạt động.

**Cho trước** viewport mobile hoặc hẹp
**Khi** người dùng chọn `Hỏi AI`
**Thì** Chat mở bằng drawer/bottom sheet hoặc full-screen panel có close/back rõ ràng
**Và** đóng Chat trả người dùng về đúng vị trí Content
**Và** focus được quản lý và background interaction bị giới hạn phù hợp.

**Cho trước** assistant trả `answered`
**Khi** response render
**Thì** citations là controls có accessible label và mở source/excerpt phù hợp
**Và** number/date/source formatting dễ đọc
**Và** citation click không làm mất conversation ngoài ý muốn.

**Cho trước** assistant trả `clarify` hoặc `abstained`
**Khi** response render
**Thì** UI giải thích người dùng cần làm rõ gì hoặc vì sao evidence chưa đủ
**Và** cung cấp next action phù hợp mà không trình bày đó như lỗi kỹ thuật chung
**Và** không hiển thị answer text không qua gate.

**Cho trước** contextual Chat component được compose trong một representative host bằng public integration contract
**Khi** host truyền scene/entity context
**Thì** component dùng lại cùng Chat implementation, không yêu cầu một chatbot thứ hai
**Và** context được hiển thị minh bạch trước khi gửi câu hỏi
**Và** contract có automated component/contract test để các host như Scene Player có thể tích hợp mà không sửa luồng Chat cốt lõi.",31,High,"heritagegraph,epic-4,role-fe"
38,Story,4.7 Gợi ý câu hỏi đào sâu từ GraphRAG,"Là một người dùng,
Tôi muốn nhận các câu hỏi đào sâu phù hợp sau một câu trả lời,
Để tôi có thể tiếp tục khám phá người, địa điểm, sự kiện và chủ đề văn hóa liên quan mà không cần biết nên hỏi gì tiếp theo.

**Tiêu chí chấp nhận:**

**Cho trước** assistant trả một grounded `answered` response cho entity/topic
**Khi** hệ thống tạo follow-up suggestions
**Thì** đề xuất từ 2 đến 4 câu hỏi dựa trên evidence, timeline hoặc graph paths 1–2 hop thuộc cùng pinned release
**Và** mỗi suggestion có target entity/intent/path basis có thể trace
**Và** không đề xuất câu hỏi chỉ vì nghe hấp dẫn nhưng corpus không có khả năng hỗ trợ.

**Cho trước** graph có nhiều hướng khám phá hợp lệ
**Khi** chọn suggestions
**Thì** ưu tiên các hướng khác nhau như quan hệ, sự kiện, so sánh hoặc nội dung chuyên đề
**Và** tránh lặp lại câu hỏi vừa trả lời hoặc các suggestion gần như giống nhau
**Và** không dẫn tới draft, withdrawn hoặc out-of-scope entity.

**Cho trước** suggestion được suy ra bởi model hoặc template
**Khi** suggestion chuẩn bị trả về UI
**Thì** backend xác minh referenced entities/relations/evidence tồn tại trong pinned release
**Và** invalid/unverifiable suggestion bị loại
**Và** suggestion text không được trình bày như một factual claim đã trả lời.

**Cho trước** người dùng chọn một suggested question
**Khi** câu hỏi mới được gửi
**Thì** nó đi qua đầy đủ resolver, planner, retrieval, evidence và grounding gates như câu hỏi bình thường
**Và** không tái sử dụng answer cũ hoặc bỏ qua evidence gate
**Và** conversation giữ được context hiển thị rõ ràng.

**Cho trước** response là `clarify` hoặc `abstained`
**Khi** UI cần next actions
**Thì** chỉ hiển thị lựa chọn làm rõ/rephrase hoặc các hướng có evidence an toàn
**Và** không dùng deep-dive suggestions để che giấu việc hệ thống thiếu bằng chứng.

**Cho trước** Chat UI render suggestions
**Khi** người dùng dùng mouse, keyboard hoặc screen reader
**Thì** suggestions là controls có accessible name và focus state
**Và** chọn suggestion thể hiện rõ rằng một câu hỏi mới sẽ được gửi
**Và** loading/error của suggestions không làm mất answer/citations hiện tại.",31,Medium,"heritagegraph,epic-4,role-ai"
39,Story,4.8 Đánh giá chất lượng và hiệu năng trợ lý trước phát hành,"Là một product owner,
Tôi muốn có bằng chứng tái lập rằng trợ lý truy xuất, trích dẫn và từ chối đúng,
Để thay đổi model, prompt hoặc corpus không thể âm thầm làm giảm chất lượng câu trả lời.

**Tiêu chí chấp nhận:**

**Cho trước** versioned evaluation dataset
**Khi** chạy retrieval evaluation
**Thì** dataset phủ tên chuẩn, alias, không dấu, lỗi gõ, paraphrase, ambiguous và out-of-scope queries
**Và** expected entity, intent, operator và evidence được định nghĩa độc lập với implementation
**Và** retrieval recall@1 đạt mục tiêu ≥95% trên tập đã công bố.

**Cho trước** fixed evidence packages và representative questions
**Khi** chạy generation/grounding evaluation
**Thì** đo citation faithfulness ≥85%, citation coverage ≥90% và abstention accuracy ≥90%
**Và** ba chỉ số được báo cáo cùng nhau để tránh tối ưu lệch
**Và** false-premise, conflicting-source, unsupported-number/date cases được kiểm tra riêng.

**Cho trước** assistant chạy trong môi trường demo mục tiêu
**Khi** thực hiện load profile đã ghi nhận
**Thì** chat end-to-end p95 ≤8 giây hoặc report chỉ rõ gate chưa đạt
**Và** latency được tách theo resolver, retrieval, evidence, inference và post-gate
**Và** timeout/error rate được báo cáo cùng chất lượng.

**Cho trước** evaluation hoàn tất
**Khi** report được lưu
**Thì** report ghi model/base/adapter hoặc GGUF hash, tokenizer/quantization, prompt version, corpus release, retrieval configuration và dataset version
**Và** kết quả có thể tái chạy từ cùng inputs/configuration
**Và** thiếu metadata làm report không đủ điều kiện release.

**Cho trước** model, prompt, retrieval config hoặc corpus thay đổi
**Khi** CI/release gate chạy regression suite
**Thì** thay đổi vượt ngưỡng suy giảm đã định chặn promotion
**Và** không hard-code câu trả lời chỉ để làm tập test pass
**Và** failure cases có trace/evidence package để điều tra mà không lộ dữ liệu nhạy cảm.",31,Highest,"heritagegraph,epic-4,role-ai"
40,Epic,"Epic 5: Trải nghiệm di sản theo scene, 3D và đa phương tiện","Người dùng đi qua một guided story gồm 1–6 narrative scene có thứ tự, hình ảnh, panorama hoặc góc nhìn 3D, hotspot, audio và transcript. Khi media asset lỗi, scene fallback an toàn và phần còn lại của trải nghiệm vẫn hoạt động.",,Medium,"heritagegraph,epic-5"
