Work item ID,Work type,Summary,Description,Parent,Priority,Labels
22,Story,"2.4 Monitor Validation Center, fix errors and resubmit","As a knowledge manager,
I want to see validation progress and navigate directly to records that need correction,
So that I can repair a failed package and submit a clean revision without reading infrastructure logs.

**Acceptance Criteria:**

**Given** Admin opens Validation Center
**When** has validation runs
**Then** the list displays revision, run status, current stage, time, error count and warning count
**And** queued, running, failed, passed and retryable states are distinguished by text/icon, not just color
**And** loading, empty, stale and service-error states are clearly displayed.

**Given** a run has issues
**When** Admin opens quality report
**Then** can filter by severity, stage, record type and rule
**And** each issue displays the message, field/path, available source context, and current status
**And** shows the total number of matches for run's issue records.

**Given** issue references a knowledge record
**When** Admin selects Fix/Open
**Then** UI opens the correct editor and record to be edited
**And** keeps the context of run/issue so Admin can return to report
**And** Admin does not have to copy UUID or look up the database.

**Given** run failed because of an operation error and the snapshot remained unchanged
**When** Admin selects Retry
**Then** system retry with safe logical run/snapshot
**And** do not create duplicate issues/artifacts
**And** action and results are audited.

**Given** Admin has edited the knowledge content
**When** select Resubmit
**Then** the system creates a new submission/run for the new snapshot revision
**And** the old report remains unchanged for comparison
**And** UI shows which issues have been resolved, still exist, or have just appeared according to rule/record identity.

**Given** Admin does not have validation/retry/resubmit rights
**When** tries to perform action
**Then** API/UI refuses to match
**And** does not trigger Airflow or run changes.",18,High,"heritagegraph,epic-2,role-fe"
23,Story,2.5 Human review and atomic corpus publication,"As a human reviewer,
I want to inspect a validated release and explicitly approve or reject it before atomic publication,
So that unreviewed or partially activated knowledge never reaches users.

**Acceptance Criteria:**

**Given** release candidate has validation pass and serving package ready
**When** Reviewer opens the Review workspace
**Then** workspace displays revision diff, provenance summary, warnings, conflicting sources, manifest/index status and validation history
**And** Reviewer can go to the related record/evidence
**And** draft data is not displayed as published.

**Given** candidate still has blocking error, preparation not ready or manifest is invalid
**When** Reviewer tries to approve/publish
**Then** action is blocked with failed gate list
**And** Airflow password is fake or the warning is changed to an out-of-policy password that cannot bypass the gate.

**Given** Reviewer decided to reject
**When** enter the reason and confirm
**Then** candidate keeps the unpublished status
**And** decision, reviewer, timestamp and note are audited
**And** the current active release remains unchanged.

**Given** Reviewer approves a qualified candidate
**When** open Publish confirmation
**Then** The UI displays the release/version to be activated, the gates passed, the manifest artifact and the rollback/retire path
**And** publish only continues after explicit confirmation
**And** Airflow does not directly call publish.

**Given** publication confirmed
**When** Publishing Service activate release
**Then** database transaction ensures the new release becomes active and the previous release is changed status according to the policy as a consistent operation
**And** online release/artifact pointer only switches to verified serving package
**And** publish event, reviewer and manifest identity are audited.

**Given** transaction, artifact activation or concurrent publish encountered an error
**When** publish was not fully completed
**Then** online consumers continue to use the most recent good release
**And** there is no new database state but the old index is considered the same release
**And** errors/conflicts are clearly reported for retry or review.",18,Highest,"heritagegraph,epic-2,role-be"
24,Story,2.6 Ensure published corpus version isolation,"As an end user,
I want each request to use one complete published corpus version,
So that pages, recommendations and chatbot answers never mix old and new knowledge.

**Acceptance Criteria:**

**Given** an online request started
**When** service resolve active release
**Then** release ID is retained for the entire request lifecycle
**And** database, lexical/vector indexes, graph projection and evidence queries all use that release
**And** response/trace records the appropriate release ID.

**Given** the new release is published while the old request is running
**When** the old request continues retrieval or persistence
**Then** request still completes on the pinned release
**And** new requests can use new releases
**And** do not mix artifacts of two releases.

**Given** records have the status of draft, retired, withdrawn or belong to another release
**When** online consumers query
**Then** record does not appear in the serving results of active release
**And** the repository/service boundary applies the filter instead of depending on the endpoint to remember the filter itself.

**Given** a required artifact of the pinned release is missing or the checksum/version does not match
**When** request needs that artifact
**Then** the service returns the appropriate unavailable/degraded status instead of silently falling back to another release
**And** does not generate answers, citations or recommendations from mixed versions
**And** failures are measured and traced.

**Given** response fact is saved or returned
**When** the system records evidence/citation
**Then** corpus release ID is saved with response/evidence
**And** the cited passage of the published release remains unchanged to trace history.

**Given** version isolation tested
**When** run concurrent publish and online-request integration tests
**Then** tests demonstrate no draft leakage or cross-version reads
**And** expected values checks for the correct record/version, not just checks that the request does not crash.",18,Highest,"heritagegraph,epic-2,role-be"
25,Story,2.7 Display corpus health and publish readiness dashboard,"As a knowledge manager,
I want one dashboard showing corpus, validation, index and evaluation health,
So that I can know whether the current draft and published releases are safe and ready to serve.

**Acceptance Criteria:**

**Given** Admin opens the dashboard
**When** operating data is available
**Then** the dashboard displays current draft release, active published release, validation queue, issue counts, review status and publish eligibility
**And** each state has timestamp/freshness
**And** stale or unavailable data is not presented as healthy.

**Given** corpus health data available
**When** dashboard renders
**Then** displays record counts by type/status, provenance gaps, duplicate/quality summary and graph coverage as appropriate
**And** metrics link to actionable reports or filtered records
**And** dashboards do not auto-correct data.

**Given** serving artifacts have been prepared or published
**When** see index/model health
**Then** dashboard displays manifest identity, lexical/vector/graph status, embedding/model contract, prompt/related model version and last successful build
**And** artifact/release mismatch is clearly marked blocking or degraded.

**Given** evaluation reports exist
**When** dashboard displays quality metrics
**Then** citation faithfulness, citation coverage, abstention accuracy, retrieval recall and latency are tied to model, prompt, corpus and dataset versions
**And** missing metrics are not displayed as reaching target.

**Given** a validation, pipeline, index or publish gate error
**When** operator views dashboard or alert
**Then** has a link to the relevant run/release/correlation ID
**And** Prometheus/Grafana/Langfuse signals support diagnostics instead of replacing source-of-truth status
**And** sensitive content, password, token and raw IP do not appear.

**Given** the user does not have administrative rights
**When** access API/UI dashboard
**Then** access is denied accordingly
**And** corpus operational details are not exposed to the public surface.

**Given** the component library and Admin Console handoff from Stories 0.8–0.9 plus the Admin shell from Story 0.6
**When** FE implements `/admin`
**Then** layout, typography, spacing, components and responsive behavior follow the approved Figma design
**And** FE uses shared/generated API types instead of hard-coding production metrics
**And** visual deviations are approved by DES or recorded.

**Given** the dashboard is loading, has no data, partially fails or fails completely
**When** the UI renders the corresponding state
**Then** loading skeletons, empty guidance, partial-data warnings and retryable error states appear at the correct scope
**And** one failed widget does not cause a blank dashboard
**And** status is not communicated by color alone.

**Given** desktop, tablet and minimum supported viewports
**When** component and Playwright tests plus design QA run
**Then** the dashboard has no unintended horizontal overflow
**And** keyboard navigation, landmarks and focus order work
**And** DES compares representative rendered states with Figma before the story is marked done.",18,Medium,"heritagegraph,epic-2,admin-dashboard,role-fe"
26,Epic,Epic 3: Heritage Discovery and Storytelling Portal,"Users find and select published heritage content through Home, Explore/Library, the 2D Hue–Da Nang map, and Content Landing. From there, they can continue to scene experiences, Chat, Recommendations, or related content when those capabilities are available.",,High,"heritagegraph,epic-3"
27,Story,3.1 Explore featured heritage experiences,"As a visitor,
I want to featured browse heritage experiences from the public home page,
So that I can quickly choose a place or story to explore without knowing what to search for first.

**Acceptance Criteria:**

**Given** the user opens the Home page
**When** active published corpus has featured content
**Then** page displays featured content groups according to editorial configuration
**And** all cards belong to the same published corpus release pin
**And** drafts, withdrawn or content belonging to another release do not appear.

**Given** an experience card is displayed
**When** the user views the card
**Then** cards prioritize images and experience names, not stuffing timelines, sources or long descriptions
**And** there are two obvious actions to continue exploring and open Content Landing
**And** button/link has a clear accessible name and keyboard focus.

**Given** the user chooses the discovery action
**When** navigates to Explore
**Then** appropriate context such as region, topic, or content type is passed through the shareable URL/state
**And** back navigation takes the user to the correct location on Home.

**Given** the user chooses to open the content
**When** Content Landing exists in the current release
**Then** navigate to the correct content slug/ID
**And** do not use mocks or data from other releases.

**Given** card image not loaded, error or out of viewport
**When** Home renders
**Then** images use responsive sizes, placeholders/fallbacks, and appropriate lazy loading
**And** image errors do not cause the card or navigation to become unavailable
**And** layout does not jump abnormally when the image is complete.

**Given** Home has no featured content or API errors
**When** the page loads
**Then** displays the empty/error state with a clear path forward
**And** does not display blank pages or draft data as fallback.",26,High,"heritagegraph,epic-3,role-fe"
28,Story,3.2 Search and filter the heritage content library,"As a visitor,
I want to search and filter the published heritage library,
So that I can find experiences relevant to a name, region or cultural category.

**Acceptance Criteria:**

**Given** the user opens Explore/Library
**When** has not entered the condition
**Then** the page displays published experiences with specified pagination or incremental loading
**And** card uses the same visual/action contract as Home
**And** do not load the entire media or the entire corpus at once.

**Given** the user enters a keyword
**When** perform a search
**Then** the system searches published content by standard name and appropriate alias
**And** the query is normalized according to the search contract
**And** the results do not call Qwen just to rank the Explore list.

**Given** the user selects region or category filters
**When** apply individually or in combination
**Then** the result contains only records that satisfy all active filters
**And** supports at least Hue, Da Nang and content groups within the project scope
**And** filter state is shown in the URL to reload/share without losing options.

**Given** query/filter returned no results
**When** search completed
**Then** the page displays the empty state, the conditions being applied, and how to delete/edit the conditions
**And** does not replace itself with unrelated results or draft content.

**Given** request is slow, error or out of page
**When** Explore updates results
**Then** loading, retry, end-of-results and stale-result states are clearly distinguished
**And** keyboard/screen reader receives result change notification
**And** the old card is not mistakenly attached to the new query.",26,High,"heritagegraph,epic-3,role-fe"
29,Story,3.3 Explore locations on the 2D Hue–Da Nang map,"As a visitor,
I want to discover published heritage experiences on a two-dimensional map,
So that I can understand where places are located and begin a geographically grounded experience.

**Acceptance Criteria:**

**Given** user opens `/map`
**When** the overview map loads
**Then** shows 2D Vietnam map, not globe or 3D earth
**And** Hue and Da Nang are represented by two highlighted points/areas
**And** animation respects reduced-motion preference.

**Given** users choose Hue or Da Nang
**When** the map switches to regional view
**Then** displays published places markers with valid coordinates in that area
**And** marker belongs to the same pinned corpus release
**And** content that is missing or has wrong coordinates cannot be placed at fake locations.

**Given** the user selects the marker
**When** place preview opens
**Then** preview displays the image, name, and actions to explore/open the Content Landing under the same contract as the card
**And** indicates an active preview that is explicitly linked to the currently selected marker
**And** closes the preview and returns focus to the marker.

**Given** the user cannot or does not want to manipulate the map directly
**When** use keyboard, screen reader or select list view
**Then** has a list of locations that are equivalent in content and action
**And** select in the list to synchronize with the corresponding marker
**And** map is not the only way to access content.

**Given** viewport mobile
**When** the user selects an area or marker
**Then** the preview/list displayed using the layout or bottom sheet does not obscure the entire context
**And** close, scroll and focus operations work clearly.

**Given** map tiles/data error
**When** map fails to render
**Then** the Hue–Da Nang location list is still active
**And** does not display a blank page or block the path to Content Landing.",26,Medium,"heritagegraph,epic-3,role-fe"
30,Story,3.4 View Content Landing before starting a scene experience,"As a visitor,
I want to review the identity and context of a heritage experience before starting it,
So that I understand what I am about to explore and can choose my next action.

**Acceptance Criteria:**

**Given** the user opens a valid Content Landing
**When** content belongs to active published release
**Then** the page displays the appropriate profile picture, name, subtitle/short description, region, content type and provenance/partner information
**And** response and trace attached to pinned corpus release
**And** does not display draft or mixed-version data.

**Given** content with scene experience published and available
**When** the landing page renders
**Then** the `Start Experience` action is displayed according to the published scene capability/route contract
**And** the landing does not automatically load the 3D model, audio, or entire scene assets before the user starts it.

**Given** scene experience is not available yet
**When** the landing page renders
**Then** the page still provides introductory information, sources, and related content
**And** does not show dead links or pretend that the experience is ready
**And** availability status is clearly expressed.

**Given** content has related published experiences
**When** the user views the relevant section
**Then** can continue to another Content Landing or Explore appropriate context
**And** related links do not point to draft/withdrawn records
**And** back navigation retains the previous journey.

**Given** hero image or media preview error
**When** the page renders
**Then** fallback image/state is displayed but title, description, provenance and navigation still work
**And** not loading 3D/audio causes automatic fallback.

**Given** content does not exist in pinned release
**When** route is opened
**Then** displays the not-found state with a path back to Home, Explore or Map
**And** does not fallback to the same ID in another draft or release.

**Given** Content Landing is measured in the target environment
**When** representative published content is downloaded
**Then** meets the detailed page load budget of ≤3 seconds under recorded measurement conditions
**And** desktop/mobile maintains hierarchy, focus order and no unwanted horizontal overflow.",26,High,"heritagegraph,epic-3,role-fe"
31,Epic,Epic 4: Grounded Q&A Assistant,"Users ask questions in Vietnamese from the Chat page or the panel beside Content. The system identifies the correct entity and intent, retrieves evidence from a published corpus release, uses Qwen3-4B to formulate the response, and returns only `answered`, `clarify`, or `abstained` after validating citations and grounding.",,Highest,"heritagegraph,epic-4"
32,Story,4.1 Understand the question and identify the correct entity,"As a user,
I want the assistant to understand Vietnamese names, aliases and typing variations,
So that my question is connected to the correct heritage entity or I am asked to clarify.

**Acceptance Criteria:**

**Given** user sent a question in Vietnamese
**When** query understanding begins
**Then** the system keeps the raw query intact and creates a normalized query according to the contract
**And** consistently handles uppercase/lowercase letters, Vietnamese accents, spaces, and character variations
**And** normalization does not cause loss of raw text that needs to be displayed or audited.

**Given** the question contains the canonical name or reviewed alias
**When** entity resolution runs
**Then** canonical name exact, normalized alias exact and accent-insensitive match are prioritized in the specified order
**And** typo/fuzzy matching is only used within calibrated thresholds
**And** only entities belonging to pinned published release and `in_scope` will be selected to reply.

**Given** has exactly one candidate who exceeds the confidence threshold
**When** resolver completes
**Then** returns entity ID/canonical name along with traceable match reason
**And** context hints from Content Landing are checked and do not automatically override the question content.

**Given** has many reasonable candidates or the names are not distinctive enough
**When** resolver cannot be safely selected
**Then** terminal result is `clarify`
**And** response provides brief options with distinguishing information such as type or region
**And** the system does not randomly select an entity.

**Given** the question does not need a specific entity or no entity was found
**When** resolver completes
**Then** the contract clearly states `entity_ids`, `needs_clarification` and scope status
**And** valid generic queries can proceed
**And** entities outside the scope cannot be assumed to be entities in the corpus.

**Given** resolver is tested
**When** it runs cases with canonical names, aliases, unaccented text, typing errors, duplicate names, and out-of-scope entities
**Then** expected entity/clarify outcome is specifically verified
**And** test is not just checking that the request does not crash.",31,Highest,"heritagegraph,epic-4,role-be"
33,Story,4.2 Determine intent and plan to find evidence,"As a user,
I want the assistant to recognize what kind of answer I need,
So that it looks in the right knowledge structures instead of applying one generic search to every question.

**Acceptance Criteria:**

**Given** query has normalized and entity resolution is complete or no entity is needed
**When** the intent router runs
**Then** sort into one of `overview`, `field`, `timeline`, `relationship`, `section`, `comparison`, `open_text` or `out_of_scope`
**And** output records confidence/reason suitable for tracing
**And** cases below the threshold are clarified or handled according to the specified fallback.

**Given** query contains an identifiable field, time period, or relation request
**When** router creates structured query contract
**Then** contract fill in `field_code`, `time_range` or `requested_relations` as appropriate
**And** does not invent fields/predicates outside of the registry.

**Given** intent identified
**When** Query Planner plans
**Then** the planner selects a small, predefined list of operators that match the intent
**And** plan records input, limit/budget and the order in which operators need to run
**And** planner does not generate free SQL or act as an autonomous agent.

**Given** comparative questions or need many types of evidence
**When** planner creates multi-operator plan
**Then** the necessary branches of evidence are clearly stated and pinned together in a corpus release
**And** duplicate operators are not run merely because the same data appears in multiple branches.

**Given** intent is `out_of_scope`
**When** planning is complete
**Then** the system does not run unnecessarily expensive retrieval/generation
**And** returns the appropriate status, don't make up an out-of-scope answer.

**Given** router/planner tested
**When** runs representative questions for eight intents
**Then** expected intent, fields and operator plan are compared to the gold set
**And** change the prompt/rule to deviate the plan detected by regression tests.",31,Highest,"heritagegraph,epic-4,role-ai"
34,Story,"4.3 Find evidence from facts, timeline, graph, narrative and text","As a user,
I want the assistant to retrieve evidence that matches my question,
So that answers are based on the most appropriate published knowledge rather than model memory.

**Acceptance Criteria:**

**Given** plan requires exact facts
**When** Exact operator runs
**Then** get the claim/canonical value appropriate to the entity, field, validity and pinned release
**And** returns supporting passage references
**And** stale/time-sensitive value is not represented as current outside the validity contract.

**Given** plan requires events or chronology
**When** Timeline operator runs
**Then** filter timeline events by appropriate entity, event type and time range
**And** keeps actor/participant/artifact with evidence
**And** sorts according to specified time semantics.

**Given** plan requires relationship
**When** Graph operator runs
**Then** traversal limits 1–2 hops through the predicate allowlist that matches the intent
**And** every node/edge belongs to the same pinned published release
**And** path and supporting passages are returned to explain the results.

**Given** plan requires topical content
**When** Section operator runs
**Then** get the narrative sections with the correct entity/section intent and associated evidence
**And** do not replace the reviewed narrative with an unsourced model-generated summary.

**Given** plan requires searching in text or paraphrase
**When** Text operator runs
**Then** combines PostgreSQL FTS, pg_trgm/accent-insensitive search and vector channel according to contract
**And** the results are consolidated according to the published ranking method
**And** vector dimension/model must match the pinned release manifest.

**Given** an operator with insufficient results or a dependency error
**When** retrieval ends
**Then** trace records operator, candidate counts, ranks and failure/degradation
**And** does not fallback to another draft or corpus release
**And** downstream receives clearly empty/missing evidence instead of fabricated data.",31,Highest,"heritagegraph,epic-4,role-ai"
35,Story,4.4 Build evidence package and block questions lacking evidence,"As a user,
I want the assistant to answer only when it has enough relevant evidence,
So that confident wording is not produced from weak, mismatched or conflicting sources.

**Acceptance Criteria:**

**Given** retrieval operators return candidates
**When** Entity Dossier/Evidence Context Builder runs
**Then** merge claims, events, relations, narratives and passages that match the intent
**And** type duplicate evidence according to stable identity/content
**And** retains conflicting sources instead of silently choosing one.

**Given** evidence exceeds context budget
**When** builder selects evidence
**Then** applies the configuration budget according to intent and prioritizes provenance/relevance
**And** does not limit the old Text operator as invariant to the entire system
**And** selection order and reason can be traced.

**Given** evidence is included in package
**When** package is complete
**Then** each item has a stable citation ID in the request, source/passage reference and corpus release ID
**And** model only sees citation IDs belonging to package
**And** evidence text is considered data, not instructions that have the power to change system behavior.

**Given** pre-generation gate runs
**When** entity/scope, publish status, freshness, release consistency or evidence threshold are not met
**Then** Qwen is not called
**And** the result is `clarify` if the user can clarify, or `abstained` if the evidence is insufficient
**And** the gate reason is saved for trace/evaluation.

**Given** evidence is sufficient and consistent according to policy
**When** pre-generation gate pass
**Then** package only contains evidence of a pinned release
**And** generation request receives bounded package with prompt/model version
**And** package can be saved/reproduced for regression investigation.",31,Highest,"heritagegraph,epic-4,role-ai"
36,Story,4.5 Generate and check answers with citations,"As a user,
I want a clear Vietnamese answer whose factual claims are supported by visible citations,
So that I can trust the response or understand when the system cannot answer.

**Acceptance Criteria:**

**Given** pre-generation gate has passed
**When** Qwen3-4B receives generation request
**Then** model only accepts query, structured context and bounded evidence package
**And** does not have permission to query the database, create entities/relation/sources, or add facts from model memory
**And** output follows the response schema and citation IDs provided.

**Given** evidence proves that the question premise is wrong
**When** model generates response
**Then** the answer corrects the premise right at the beginning
**And** correction with supporting citation
**And** does not repeat a false premise as a fact.

**Given** generation completed
**When** post-generation gate runs
**Then** check the citation IDs belonging to the package, factual claims have support, number/date matches evidence, certainty matches and conflict is presented
**And** citation does not exist or claim is not supported causing gate failure
**And** output is not returned as `answered` just because it is in a valid format.

**Given** grounding fails but the error can be fixed with a regeneration
**When** retry policy allows
**Then** the system retries at most once with fail-safe feedback
**And** if it still fails, returns `abstained`
**And** does not loop infinitely or bypass gates.

**Given** model timeout or unavailable
**When** request could not be completed
**Then** returns a friendly error/abstained status, not a fabricated fallback answer
**And** the current evidence/release has not been changed
**And** failures are measured and traced.

**Given** response completed
**When** saves and returns results
**Then** terminal status is just `answered`, `clarify` or `abstained`
**And** save query, pinned release, evidence references, model/prompt version, grounding result and latency according to privacy policy
**And** `answered` always has valid citations for factual content.",31,Highest,"heritagegraph,epic-4,role-ai"
37,Story,4.6 Use Chat independently and alongside Content,"As a user,
I want to ask questions either from a dedicated Chat page or aside the content I am viewing,
So that I can get grounded help without losing my exploration context.

**Acceptance Criteria:**

**Given** user opens `/chat`
**When** starts conversation
**Then** can submit questions in Vietnamese without logging in
**And** UI clearly displays sending, answered, clarified, abstained and service error status
**And** conversation does not assume an entity context if the user has not selected it.

**Given** the user opens Chat from Content Landing
**When** the contextual panel appears
**Then** The UI displays the chip/label for the entity in question
**And** sends the entity ID as a context hint to be verified by the backend on the pinned release
**And** users can remove or change explicit context, there is no hidden context.

**Given** desktop viewport is wide enough
**When** Chat panel opens next to Content
**Then** Content and Chat are displayed side by side without covering the main controls/content
**And** the panel can be collapsed/reopened
**And** loading or Chat errors do not stop Content Landing from working.

**Given** mobile or narrow viewport
**When** the user selects `Ask AI`
**Then** Chat opens with drawer/bottom sheet or full-screen panel with clear close/back
**And** closes the Chat and returns the user to the correct Content location
**And** focus is managed and background interaction is limited accordingly.

**Given** the assistant returns `answered`
**When** response rendered
**Then** citations are controls that have an accessible label and open source/excerpt accordingly
**And** number/date/source formatting is easy to read
**And** citation clicking does not cause unwanted conversation loss.

**Given** the assistant returns `clarify` or `abstained`
**When** response rendered
**Then** The UI explains what the user needs to clarify or why the evidence is not enough
**And** provides the appropriate next action without presenting it as a general technical error
**And** does not display answer text that does not pass through the gate.

**Given** contextual Chat component is composed in a representative host using a public integration contract
**When** host transmits scene/entity context
**Then** component reuses the same Chat implementation, does not require a second chatbot
**And** context is displayed transparently before submitting the question
**And** the contract has an automated component/contract test so hosts like Scene Player can integrate without modifying the core Chat flow.",31,High,"heritagegraph,epic-4,role-fe"
38,Story,4.7 Suggest follow-up questions from GraphRAG,"As a user,
I want relevant follow-up questions after an answer,
So that I can continue exploring connected people, places, events and cultural themes without knowing what to ask next.

**Acceptance Criteria:**

**Given** assistant returns a grounded response `answered` to entity/topic
**When** the system creates follow-up suggestions
**Then** suggest 2 to 4 questions based on evidence, timeline or graph paths 1–2 hops belonging to the same pinned release
**And** each suggestion has a traceable target entity/intent/path basis
**And** don't propose a question just because it sounds interesting but the corpus isn't capable of supporting it.

**Given** graphs have many valid exploration paths
**When** select suggestions
**Then** prioritizes different directions such as relationships, events, comparisons or thematic content
**And** avoid repeating questions that have just been answered or suggestions that are almost the same
**And** does not result in a draft, withdrawn or out-of-scope entity.

**Given** suggestion is inferred by model or template
**When** suggestion is about to return to the UI
**Then** the backend verifies referenced entities/relations/evidence exist in the pinned release
**And** invalid/unverifiable suggestion was rejected
**And** suggestion text is not presented as an answered factual claim.

**Given** the user selects a suggested question
**When** new questions are posted
**Then** it goes through the full resolver, planner, retrieval, evidence and grounding gates like a normal question
**And** do not reuse old answers or bypass evidence gates
**And** conversation keeps the context clearly visible.

**Given** response is `clarify` or `abstained`
**When** UI needs next actions
**Then** only displays clarification/rephrase options or directions for which there is safe evidence
**And** do not use deep-dive suggestions to hide the system's lack of evidence.

**Given** Chat UI render suggestions
**When** the user uses a mouse, keyboard or screen reader
**Then** suggestions are controls with an accessible name and focus state
**And** selecting suggestion clearly indicates that a new question will be submitted
**And** loading/error of suggestions does not remove current answers/citations.",31,Medium,"heritagegraph,epic-4,role-ai"
39,Story,4.8 Evaluate assistant quality and performance before release,"As a product owner,
I want reproducible evidence that the assistant retrieves, cites and denies correctly,
So that model, prompt or corpus changes cannot silently reduce answer quality.

**Acceptance Criteria:**

**Given** versioned evaluation dataset
**When** run retrieval evaluation
**Then** the dataset covers canonical names, aliases, unaccented text, typing errors, paraphrases, ambiguous queries, and out-of-scope queries
**And** expected entity, intent, operator and evidence are defined independently of the implementation
**And** retrieval recall@1 achieved the target of ≥95% on the published set.

**Given** fixed evidence packages and representative questions
**When** run generation/grounding evaluation
**Then** measures citation faithfulness ≥85%, citation coverage ≥90% and abstention accuracy ≥90%
**And** the three metrics are reported together to avoid skewed optimization
**And** false-premise, conflicting-source, unsupported-number/date cases are checked separately.

**Given** assistant runs in the target demo environment
**When** loads the recorded profile
**Then** chat end-to-end p95 ≤8 seconds or report clearly indicating the gate has not been passed
**And** latency is separated by resolver, retrieval, evidence, inference and post-gate
**And** timeout/error rate is reported at the same quality.

**Given** evaluation completed
**When** report is saved
**Then** report records model/base/adapter or GGUF hash, tokenizer/quantization, prompt version, corpus release, retrieval configuration and dataset version
**And** results can be rerun from the same inputs/configuration
**And** missing metadata makes the report ineligible for release.

**Given** model, prompt, retrieval config or corpus changes
**When** CI/release gate runs regression suite
**Then** the change exceeds the specified degradation threshold to block promotion
**And** answers are not hard-coded merely to make the tests pass
**And** failure cases have a trace/evidence package to investigate without exposing sensitive data.",31,Highest,"heritagegraph,epic-4,role-ai"
40,Epic,"Epic 5: Scene-Based, 3D, and Multimedia Heritage Experiences","Users start from Content Landing and progress through a guided story of 1–6 ordered narrative scenes. Each scene combines evidence-backed content with images, panoramas, or 3D viewpoints, hotspots, audio, and transcripts. If a media asset fails, the scene falls back gracefully and the rest of the experience remains functional.",,Medium,"heritagegraph,epic-5"
41,Story,5.1 Compile a guided story consisting of 1–6 narrative scenes,"As a knowledge manager,
I want to compose an ordered guided story from evidence-backed narrative scenes,
So that visitors can follow a purposeful experience instead of viewing an unstructured 3D model.

**Acceptance Criteria:**

**Given** Admin creates a guided story for Content Landing/site
**When** save story draft
**Then** the story has appropriate title, description, owning entity/site, language and draft corpus context
**And** default stories do not appear to public users
**And** Admin does not have to manually enter entity/site UUID.

**Given** Admin added narrative scenes
**When** configure story
**Then** story accepts from 1 to 6 narrative scenes in MVP
**And** each scene has a sequence number, title, body/summary and primary evidence
**And** supporting evidence can be selected via Evidence Picker.

**Given** the database already has physical `scene` representing the 3D area/model
**When** save narrative scene
**Then** the narrative scene/chapter has its own identity, not identified with the physical 3D scene
**And** can refer to optional physical scene/camera/media configuration
**And** stories are still valid with image/panorama fallback without a 3D model.

**Given** Admin rearranged narrative scenes
**When** saves the new order
**Then** sequence 1..N is continuous, does not overlap and does not exceed limit 6
**And** reorder is written atomically
**And** preview reflects the correct Previous/Next order.

**Given** narrative scene is missing title/body/evidence or a record reference other than corpus context
**When** Admin saves or submits validation
**Then** the error is attached to the correct scene/field
**And** do not publish partial stories
**And** public users' current stories are not changed.

**Given** story is in published release
**When** Admin wants to edit scene or order
**Then** must create a new draft revision
**And** the old published story remains immutable for citation/audit
**And** review/publish continues to use the Epic 2 workflow.",40,Medium,"heritagegraph,epic-5,role-be"
42,Story,"5.2 Manage photos, panoramas and 3D models with provenance","As a knowledge manager,
I want to upload and govern media assets used by scenes,
So that every public image, panorama or 3D model is attributed, deliverable and safe to publish.

**Acceptance Criteria:**

**Given** Admin adds media assets
**When** import metadata
**Then** select asset kind, owning scene/site, license, contributor, origin URL and acquisition/upload date
**And** required lack of provenance makes the asset ineligible for publication
**And** The UI does not require manual entry of storage keys or foreign keys.

**Given** Admin uploads photos, panoramas or 3D models
**When** upload completed
**Then** object is saved at S3 canonical path with checksum, content type and file size metadata
**And** database record is only successful when the object/reference is reconciled
**And** failure does not leave a row pointing to a non-existing object or an untracked orphan.

**Given** asset is a 3D model
**When** validation runs
**Then** format/compression/LOD metadata follows support contracts such as GLB and Draco/Meshopt when applicable
**And** each production-ready model cannot exceed the asset budget of 30 MB
**And** invalid/corrupt model is not marked ready.

**Given** a physical scene with multiple levels of detail
**When** Admin manages LOD/proxy assets
**Then** each LOD identity is unique within the scene
**And** proxy/preview is distinguished from full asset
**And** public API has enough metadata to select appropriate assets without loading them all at once.

**Given** asset is already part of the published story
**When** files need replacing
**Then** creates new immutable asset revision/object instead of silently overwriting
**And** the old story/release still references the old checksum correctly
**And** upload/replace/retire operations are audited.

**Given** browser requests media
**When** API returns object URL or signed URL
**Then** read permission according to asset policy and access period
**And** S3 is still the canonical store, no critical-path dual-write to R2/Azure
**And** storage credentials are not exposed to the client.",40,Medium,"heritagegraph,epic-5,role-be"
43,Story,"5.3 Configure camera angles, 3D positions and hotspots for each scene","As a knowledge manager,
I want each narrative scene to open at the intended visual viewpoint with meaningful hotspots,
So that visitors see the part of the heritage site that supports the story being told.

**Acceptance Criteria:**

**Given** narrative scene references physical 3D scene
**When** Admin configures the viewpoint
**Then** save camera position/orientation, target and scene transform according to contract
**And** reference points to a valid model/physical scene
**And** invalid or non-finite coordinates are rejected.

**Given** scene requires camera movement
**When** Admin configures camera path/keyframes
**Then** keyframes have a valid scene/model reference and order
**And** preview can replay the path before publishing
**And** reduced-motion fallback can remove motion and still bring the user to the main viewpoint.

**Given** Admin added hotspot
**When** select position on preview/model
**Then** hotspot stores local coordinates, labels and linked published/draft entities that match the corpus context
**And** hotspots outside the bounds or pointing to invalid entities are warned/denied
**And** Admin does not enter coordinates/entity UUID manually when UI can select directly.

**Given** narrative scene does not have or cannot be loaded in 3D
**When** configure fallback
**Then** you can select image/panorama and corresponding focal information
**And** the content/evidence of the scene does not depend on the camera path to be read
**And** fallback is previewed before publication.

**Given** Admin changes viewpoint, path or hotspots
**When** save scene draft
**Then** configuration is validated and written atomically
**And** changes audit
**And** published revision scene is not edited directly outside the workflow.",40,Medium,"heritagegraph,epic-5,role-fe"
